pris,pris_kvm,prisant,verditakst,BOAProm,energi,boligtype,vest,dummyGrünneløkkaSagene,dummyFrogner,dummySt.Hanshaugen,dummyGamleOslo,solgt,byggeår,alder
2075000,54715,1950000,1950000,38,G,Leilighet,0,1,0,0,0,2014,1953,61
2075000,33075,2050000,2050000,67,F,Leilighet,0,0,0,0,0,2014,1954,60
2075000,37727,1990000,2000000,55,D,Leilighet,0,0,0,0,0,2014,2007,7
2050000,41027,1990000,2050000,50,G,Leilighet,0,1,0,0,0,2014,1892,122
2050000,35114,2090000,2200000,67,G,Leilighet,0,0,0,0,0,2014,1952,62
2050000,34062,2100000,2100000,64,G,Leilighet,0,0,0,0,0,2014,1969,45
2050000,28873,1890000,1900000,71,G,Rekkehus,0,0,0,0,0,2014,1985,29
2050000,29071,2050000,2050000,80,G,Leilighet,0,0,0,0,0,2014,1986,28
2050000,33158,1990000,2020000,62,F,Leilighet,0,0,0,0,0,2014,1990,24
2030000,46136,1690000,1850000,44,E,Leilighet,0,0,0,0,0,2014,1977,37
2030000,36909,2000000,2100000,55,D,Leilighet,0,0,0,0,0,2014,1992,22
2025000,31590,1850000,1850000,67,G,Leilighet,0,0,0,0,0,2014,1949,65
2025000,42979,1990000,2100000,50,E,Leilighet,0,0,0,0,0,2014,1969,45
2000000,83342,1950000,2050000,24,G,Leilighet,0,0,0,1,0,2014,1898,116
2000000,61431,1990000,2100000,34,F,Leilighet,0,1,0,0,0,2014,1916,98
2000000,55687,1900000,1900000,36,G,Leilighet,0,0,0,0,1,2014,1920,94
2000000,46745,1790000,1800000,44,G,Leilighet,0,0,0,0,0,2014,1939,75
2000000,34841,1990000,2000000,60,G,Leilighet,0,0,0,0,0,2014,1958,56
2000000,29462,1950000,1950000,68,F,Leilighet,0,0,0,0,0,2014,1961,53
2000000,45338,1690000,1700000,48,G,Leilighet,0,0,0,0,0,2014,1974,40
2000000,37264,1690000,1750000,54,F,Leilighet,0,0,0,0,0,2014,1991,23
1970000,35828,1850000,1850000,55,E,Leilighet,0,0,0,0,0,2014,1992,22
1970000,35818,22000000,2100000,55,D,Leilighet,0,0,0,0,0,2014,2012,2
1970000,35818,2000000,2100000,55,D,Leilighet,0,0,0,0,0,2014,2012,2
1965000,31377,2000000,2000000,68,F,Leilighet,0,0,0,0,0,2014,1956,58
1960000,68056,1750000,1750000,29,F,Leilighet,0,1,0,0,0,2014,2003,11
1950000,71131,1850000,1850000,28,F,Leilighet,0,1,0,0,0,2014,1888,126
1950000,85641,1850000,1850000,23,F,Leilighet,0,0,1,0,0,2014,1934,80
1950000,40252,1790000,1950000,50,E,Leilighet,0,0,0,0,0,2014,1975,39
1940000,33315,1950000,1900000,61,G,Leilighet,0,0,0,0,0,2014,1958,56
1940000,36666,1900000,1900000,53,D,Leilighet,0,0,0,0,0,2014,2004,10
1925000,55221,1950000,1950000,35,D,Leilighet,0,0,0,0,0,2014,1973,41
1925000,37917,1780000,1850000,55,G,Leilighet,0,0,0,0,0,2014,1974,40
1925000,29993,1880000,1900000,72,F,Leilighet,0,0,0,0,0,2014,1986,28
1925000,29830,1790000,1850000,65,E,Leilighet,0,0,0,0,0,2014,1991,23
1920000,27446,1900000,1900000,80,F,Leilighet,0,0,0,0,0,2014,1987,27
1910000,36348,1850000,#NULL!,55,F,Leilighet,0,0,0,0,0,2014,1957,57
1910000,52264,1700000,1700000,39,F,Leilighet,0,0,0,0,0,2014,1964,50
1910000,37451,1690000,1800000,51,F,Leilighet,0,0,0,0,0,2014,1982,32
1900000,59516,1890000,1950000,32,G,Leilighet,0,0,0,0,1,2014,1938,76
1900000,38948,1890000,1900000,51,F,Leilighet,0,0,0,0,0,2014,1956,58
1900000,51351,#NULL!,#NULL!,37,F,Leilighet,0,1,0,0,0,2014,1958,56
1900000,42186,1850000,1850000,47,F,Leilighet,0,0,0,0,0,2014,1988,26
1900000,39952,1890000,2050000,48,D,Leilighet,0,0,0,0,0,2014,1989,25
1900000,40802,1790000,1850000,47,F,Leilighet,0,0,0,0,0,2014,1989,25
1900000,23750,1950000,2300000,80,E,Tomannsbolig,0,0,0,0,0,2014,1991,23
1900000,82609,1850000,1850000,23,C,Leilighet,0,1,0,0,0,2014,2003,11
1900000,70370,1750000,1750000,27,D,Leilighet,0,1,0,0,0,2014,2010,4
1885000,60806,1900000,1900000,31,C,Leilighet,0,0,0,0,0,2014,2002,12
1880000,27338,1890000,1900000,73,E,Leilighet,0,0,0,0,0,2014,1972,42
1875000,33503,1990000,2000000,65,G,Leilighet,0,0,0,0,0,2014,1955,59
1875000,40118,1790000,1850000,47,D,Leilighet,0,0,0,0,0,2014,1994,20
1860000,52324,1500000,1500000,38,F,Leilighet,0,0,0,0,0,2014,1963,51
1850000,58093,1790000,1850000,34,F,Leilighet,0,1,0,0,0,2014,1936,78
1850000,35834,1850000,1850000,54,F,Leilighet,0,0,0,0,0,2014,1957,57
1850000,66071,1790000,1850000,28,E,Leilighet,0,1,0,0,0,2014,1963,51
1850000,34967,1690000,1800000,53,E,Leilighet,0,0,0,0,0,2014,1981,33
1850000,29587,1900000,1900000,63,E,Leilighet,0,0,0,0,0,2014,1991,23
1850000,40442,1850000,1850000,46,D,Leilighet,0,0,0,0,0,2014,1994,20
1850000,57813,1890000,1950000,32,C,Leilighet,0,1,0,0,0,2014,2006,8
1850000,41111,1850000,1850000,45,C,Leilighet,0,0,0,0,0,2014,2008,6
1825000,35670,1890000,2000000,52,F,Leilighet,0,0,0,0,0,2014,1987,27
1825000,39674,1850000,1850000,46,F,Leilighet,0,0,0,0,0,2014,2006,8
1820000,40909,1750000,1750000,45,F,Leilighet,0,0,0,0,0,2014,1990,24
1810000,28266,1650000,1650000,70,G,Leilighet,0,0,0,0,0,2014,1956,58
1810000,65746,1700000,1700000,29,F,Leilighet,0,1,0,0,0,2014,1966,48
1800000,66667,1590000,1600000,27,G,Leilighet,0,1,0,0,0,2014,1936,78
1800000,63783,1490000,1500000,29,F,Leilighet,0,0,0,0,1,2014,1939,75
1800000,81885,1650000,1650000,22,E,Leilighet,0,1,0,0,0,2014,1958,56
1800000,28498,1880000,1880000,67,D,Leilighet,0,0,0,0,0,2014,1960,54
1800000,28652,1850000,1850000,63,F,Leilighet,0,0,0,0,0,2014,1975,39
1800000,37876,1800000,1800000,48,F,Leilighet,0,0,0,0,0,2014,1989,25
1795000,47490,1790000,1850000,39,F,Leilighet,0,0,0,0,0,2014,1956,58
1775000,46353,1850000,1800000,40,F,Leilighet,0,0,0,0,0,2014,1954,60
1775000,38821,1790000,1900000,46,F,Leilighet,0,0,0,0,0,2014,1994,20
1770000,39408,1650000,1650000,45,G,Leilighet,0,0,0,0,0,2014,1975,39
1750000,48611,1650000,#NULL!,36,G,Leilighet,0,0,0,0,0,2014,1969,45
1750000,36681,1690000,1700000,48,E,Leilighet,0,0,0,0,0,2014,1973,41
1750000,46119,1750000,1780000,38,G,Leilighet,0,0,0,0,0,2014,1980,34
1750000,60345,#NULL!,1650000,29,D,Leilighet,0,0,0,0,0,2014,2007,7
1735000,48489,1590000,1650000,36,F,Leilighet,0,0,0,0,0,2014,1974,40
1730000,44766,1490000,1550000,39,G,Leilighet,0,0,0,0,0,2014,1956,58
1730000,55866,1590000,1700000,32,G,Leilighet,0,0,0,0,0,2014,1957,57
1715000,38783,1650000,1650000,47,E,Leilighet,0,0,0,0,0,2014,1973,41
1700000,41590,1550000,1550000,41,G,Leilighet,0,0,0,0,0,2014,1962,52
1700000,48792,1650000,1650000,35,G,Leilighet,0,0,0,0,0,2014,1973,41
1700000,33826,1690000,1700000,55,G,Leilighet,0,0,0,0,0,2014,1974,40
1700000,37550,1690000,1750000,50,G,Leilighet,0,0,0,0,0,2014,1986,28
1685000,46384,1690000,1800000,39,G,Leilighet,0,0,0,0,0,2014,1959,55
1680000,62222,1650000,1650000,27,F,Leilighet,0,1,0,0,0,2014,1936,78
1650000,47364,1600000,1700000,35,F,Leilighet,0,0,0,0,0,2014,1973,41
1650000,40738,1700000,1700000,43,F,Leilighet,0,0,0,0,0,2014,1973,41
1650000,51563,1390000,1500000,32,D,Leilighet,0,0,0,0,1,2014,1992,22
1610000,80854,1400000,1400000,20,G,Leilighet,0,1,0,0,0,2014,1848,166
1600000,30453,1650000,1650000,59,E,Leilighet,0,0,0,0,0,2014,1986,28
1590000,47020,1590000,1600000,34,F,Leilighet,0,0,0,0,0,2014,1962,52
1560000,53829,1600000,1600000,29,D,Leilighet,0,0,0,0,0,2014,2007,7
1555000,88667,1390000,1450000,18,E,Leilighet,0,1,0,0,0,2014,1969,45
1530000,45133,1590000,1600000,34,F,Leilighet,0,0,0,0,0,2014,1962,52
1500000,25424,#NULL!,#NULL!,59,G,Leilighet,0,0,0,0,1,2014,1892,122
1500000,44364,1450000,1450000,34,G,Leilighet,0,0,0,0,0,2014,1964,50
1450000,42780,1490000,1550000,34,G,Leilighet,0,0,0,0,0,2014,1962,52
1410000,58820,1190000,1200000,24,F,Leilighet,0,0,0,0,0,2014,1975,39
1375000,#NULL!,1390000,1450000,30,D,Rekkehus,0,0,0,0,0,2014,1973,41
1325000,39004,1290000,1300000,34,F,Leilighet,0,0,0,0,0,2014,1969,45
1300000,72222,1190000,1300000,18,G,Leilighet,0,0,0,0,0,2014,1975,39
1300000,72222,1190000,1300000,18,G,Leilighet,0,0,0,0,0,2014,1975,39
1220000,67849,1070000,1070000,18,F,Leilighet,0,0,0,0,0,2014,1975,39
1140000,63403,990000,1000000,18,D,Leilighet,0,0,0,0,0,2014,1975,39
1100000,18033,#NULL!,#NULL!,61,D,Leilighet,0,1,0,0,0,2014,2007,7
#NULL!,54571,2850000,3000000,53,F,Leilighet,0,1,0,0,0,2014,1900,114
#NULL!,40495,2250000,2250000,60,F,Leilighet,0,1,0,0,0,2014,1934,80
#NULL!,56768,2090000,#NULL!,39,G,Leilighet,0,0,0,0,0,2014,1959,55
16400000,58571,16500000,16500000,280,G,Enebolig,1,0,0,0,0,2014,1934,80
16100000,56098,16900000,17500000,287,F,Enebolig,1,0,0,0,0,2014,1959,55
16000000,58824,14000000,14000000,272,G,Enebolig,1,0,0,0,0,2014,1929,85
15800000,42246,15800000,15800000,374,E,Enebolig,1,0,0,0,0,2014,1986,28
15250000,41440,14800000,15000000,368,G,Tomannsbolig,1,0,0,0,0,2014,1948,66
14605000,51066,15400000,15400000,286,F,Enebolig,1,0,0,0,0,2014,1979,35
14600000,52708,15000000,15000000,277,G,Enebolig,1,0,0,0,0,2014,1931,83
14000000,54264,13500000,13500000,258,G,Enebolig,1,0,0,0,0,2014,1952,62
14000000,54264,13500000,13500000,258,G,Enebolig,1,0,0,0,0,2014,1952,62
14000000,41298,14000000,14000000,339,G,Enebolig,1,0,0,0,0,2014,1953,61
13900000,46026,14900000,16000000,302,E,Enebolig,1,0,0,0,0,2014,1975,39
13700000,66184,12000000,12000000,207,G,Enebolig,1,0,0,0,0,2014,1937,77
13100000,55983,12000000,12000000,234,G,Enebolig,1,0,0,0,0,2014,1966,48
13000000,60465,12700000,12700000,215,G,Enebolig,1,0,0,0,0,2014,1950,64
12500000,71023,9600000,9600000,176,G,Tomannsbolig,1,0,0,0,0,2014,1936,78
12300000,56682,12000000,12000000,217,G,Tomannsbolig,1,0,0,0,0,2014,1925,89
12250000,83333,#NULL!,#NULL!,147,G,Enebolig,1,0,0,0,0,2014,1928,86
12200000,45522,11500000,11700000,268,G,Enebolig,1,0,0,0,0,2014,1932,82
12050000,48589,11000000,11000000,248,G,Enebolig,1,0,0,0,0,2014,1928,86
11750000,51991,12000000,12000000,226,G,Enebolig,1,0,0,0,0,2014,1925,89
11700000,33144,12900000,13500000,353,G,Enebolig,1,0,0,0,0,2014,1980,34
11550000,58040,11400000,11400000,199,G,Enebolig,1,0,0,0,0,2014,1953,61
11200000,47660,11500000,11500000,235,E,Enebolig,1,0,0,0,0,2014,1988,26
11200000,66272,#NULL!,#NULL!,169,D,Enebolig,1,0,0,0,0,2014,2009,5
11000000,40293,11650000,12000000,273,F,Enebolig,1,0,0,0,0,2014,1980,34
11000000,67485,9600000,10600000,163,F,Enebolig,1,0,0,0,0,2014,1981,33
11000000,63953,11600000,#NULL!,172,C,Enebolig,1,0,0,0,0,2014,2014,0
11000000,63953,11600000,#NULL!,172,C,Enebolig,1,0,0,0,0,2014,2014,0
10900000,57068,9800000,9800000,191,D,Enebolig,1,0,0,0,0,2014,1958,56
10900000,57068,9800000,9800000,191,D,Enebolig,1,0,0,0,0,2014,1958,56
10900000,42913,11500000,12000000,254,G,Enebolig,1,0,0,0,0,2014,1963,51
10900000,58919,10900000,11500000,185,C,Enebolig,1,0,0,0,0,2014,2012,2
10800000,60335,11200000,11500000,179,C,Tomannsbolig,1,0,0,0,0,2014,2010,4
10750000,41506,11500000,11500000,259,G,Enebolig,1,0,0,0,0,2014,1956,58
10750000,55990,10200000,10200000,192,G,Enebolig,1,0,0,0,0,2014,1957,57
10750000,48643,10000000,10000000,221,G,Enebolig,1,0,0,0,0,2014,1980,34
10750000,41992,#NULL!,#NULL!,256,E,Enebolig,1,0,0,0,0,2014,1988,26
10700000,60452,10900000,11200000,177,C,Tomannsbolig,1,0,0,0,0,2014,2010,4
10600000,77372,11000000,11000000,137,G,Enebolig,1,0,0,0,0,2014,1929,85
10600000,59887,8100000,8100000,177,G,Enebolig,1,0,0,0,0,2014,1969,45
10600000,45106,11700000,11700000,235,E,Enebolig,1,0,0,0,0,2014,1988,26
10550000,47738,10000000,10000000,221,F,Enebolig,1,0,0,0,0,2014,1979,35
10550000,61337,10990000,11700000,172,C,Enebolig,1,0,0,0,0,2014,2014,0
10550000,61337,10990000,11700000,172,C,Enebolig,1,0,0,0,0,2014,2014,0
10500000,50000,11490000,11500000,210,G,Enebolig,1,0,0,0,0,2014,1939,75
10500000,58333,10500000,10500000,180,G,Tomannsbolig,1,0,0,0,0,2014,1959,55
10500000,59659,10600000,11000000,176,D,Enebolig,1,0,0,0,0,2014,1999,15
10500000,57377,10500000,11800000,183,B,Enebolig,1,0,0,0,0,2014,2014,0
10400000,44068,10500000,10500000,236,B,Enebolig,1,0,0,0,0,2014,2004,10
10250000,59593,9900000,10500000,172,F,Enebolig,1,0,0,0,0,2014,1987,27
10250000,34983,10800000,10800000,293,E,Enebolig,1,0,0,0,0,2014,1988,26
10250000,62883,9200000,9200000,163,D,Enebolig,1,0,0,0,0,2014,2007,7
10200000,52850,9990000,10050000,193,F,Enebolig,1,0,0,0,0,2014,1960,54
10200000,59302,9150000,9150000,172,F,Tomannsbolig,1,0,0,0,0,2014,1972,42
10100000,35192,9900000,10300000,287,F,Rekkehus,1,0,0,0,0,2014,1964,50
10020000,38837,10400000,10700000,258,G,Tomannsbolig,1,0,0,0,0,2014,1936,78
10000000,54054,7950000,7500000,185,G,Tomannsbolig,1,0,0,0,0,2014,1951,63
10000000,54645,9500000,9500000,183,F,Enebolig,1,0,0,0,0,2014,1982,32
10000000,54054,10100000,10100000,185,F,Enebolig,1,0,0,0,0,2014,1984,30
10000000,45045,10450000,11000000,222,G,Enebolig,1,0,0,0,0,2014,2006,8
9960000,39059,9900000,10000000,255,F,Enebolig,1,0,0,0,0,2014,1986,28
9900000,39919,9900000,10100000,248,D,Tomannsbolig,1,0,0,0,0,2014,1982,32
9900000,46698,10590000,10600000,212,F,Enebolig,1,0,0,0,0,2014,1988,26
9850000,49497,9950000,#NULL!,199,G,Enebolig,1,0,0,0,0,2014,1956,58
9800000,39357,10200000,10200000,249,G,Enebolig,1,0,0,0,0,2014,1916,98
9800000,43556,8800000,9000000,225,D,Tomannsbolig,1,0,0,0,0,2014,1932,82
9800000,44954,8500000,8500000,218,G,Tomannsbolig,1,0,0,0,0,2014,1960,54
9800000,41880,8950000,#NULL!,234,E,Enebolig,1,0,0,0,0,2014,1981,33
9800000,54749,9400000,9400000,179,D,Rekkehus,1,0,0,0,0,2014,2006,8
9800000,65333,8990000,9000000,150,B,Rekkehus,1,0,0,0,0,2014,2013,1
9750000,44521,9750000,9750000,219,E,Enebolig,1,0,0,0,0,2014,1986,28
9750000,44521,9750000,9750000,219,E,Enebolig,1,0,0,0,0,2014,1986,28
9750000,48030,9750000,10200000,203,C,Enebolig,1,0,0,0,0,2014,2013,1
9700000,59146,10000000,10000000,164,E,Enebolig,1,0,0,0,0,2014,1923,91
9700000,48990,9000000,9000000,198,F,Tomannsbolig,1,0,0,0,0,2014,1949,65
9700000,40756,9300000,9300000,238,G,Enebolig,1,0,0,0,0,2014,1961,53
9700000,57738,8800000,8800000,168,E,Enebolig,1,0,0,0,0,2014,1982,32
9700000,36882,9950000,11000000,263,F,Enebolig,1,0,0,0,0,2014,1986,28
9650000,39388,9500000,9500000,245,G,Enebolig,1,0,0,0,0,2014,1939,75
9650000,50260,9000000,9000000,192,G,Enebolig,1,0,0,0,0,2014,1962,52
9650000,52732,9600000,10000000,183,F,Enebolig,1,0,0,0,0,2014,1977,37
9650000,52732,9500000,9800000,183,D,Rekkehus,1,0,0,0,0,2014,2006,8
9600000,37209,10490000,11000000,258,G,Leilighet,1,0,0,0,0,2014,1939,75
9600000,39506,9200000,9200000,243,E,Enebolig,1,0,0,0,0,2014,1979,35
9600000,53333,9200000,9200000,180,C,Enebolig,1,0,0,0,0,2014,2014,0
9550000,43213,9450000,10500000,221,G,Enebolig,1,0,0,0,0,2014,1972,42
9500000,51351,8750000,8750000,185,G,Enebolig,1,0,0,0,0,2014,1935,79
9500000,51351,8750000,8750000,185,G,Enebolig,1,0,0,0,0,2014,1935,79
9500000,51351,8750000,8750000,185,G,Enebolig,1,0,0,0,0,2014,1935,79
9500000,34296,9500000,13000000,277,E,Enebolig,1,0,0,0,0,2014,1976,38
9500000,53977,9490000,10200000,176,D,Enebolig,1,0,0,0,0,2014,1988,26
9500000,51075,#NULL!,#NULL!,186,B,Enebolig,1,0,0,0,0,2014,2013,1
9300000,47208,9500000,9500000,197,E,Enebolig,1,0,0,0,0,2014,1988,26
9250000,59677,8500000,8600000,155,F,Tomannsbolig,1,0,0,0,0,2014,1985,29
9200000,42991,9500000,9500000,214,G,Tomannsbolig,1,0,0,0,0,2014,1958,56
9180000,63310,8000000,8000000,145,D,Tomannsbolig,1,0,0,0,0,2014,1990,24
9150000,54464,9200000,9200000,168,C,Tomannsbolig,1,0,0,0,0,2014,2007,7
9100000,67910,8400000,8400000,134,G,Rekkehus,1,0,0,0,0,2014,1935,79
9100000,50000,9000000,9000000,182,D,Rekkehus,1,0,0,0,0,2014,1978,36
9100000,48148,8900000,9000000,189,F,Enebolig,1,0,0,0,0,2014,1983,31
9100000,44175,8950000,8950000,206,D,Rekkehus,1,0,0,0,0,2014,2006,8
9000000,54878,8500000,8500000,164,G,Tomannsbolig,1,0,0,0,0,2014,1924,90
9000000,66176,8500000,8500000,136,F,Tomannsbolig,1,0,0,0,0,2014,1960,54
9000000,40541,9300000,9300000,222,E,Enebolig,1,0,0,0,0,2014,1989,25
9000000,49180,9300000,10850000,183,C,Enebolig,1,0,0,0,0,2014,2013,1
8980000,51023,8990000,9250000,176,C,Enebolig,1,0,0,0,0,2014,2013,1
8950000,46134,8950000,9000000,194,D,Rekkehus,1,0,0,0,0,2014,2001,13
8900000,41784,9400000,9400000,213,F,Tomannsbolig,1,0,0,0,0,2014,1938,76
8900000,58553,8400000,8400000,152,E,Rekkehus,1,0,0,0,0,2014,1972,42
8900000,40271,7950000,7950000,221,G,Enebolig,1,0,0,0,0,2014,1974,40
8900000,68519,8800000,8800000,131,D,Leilighet,1,0,0,0,0,2014,2002,12
8885000,56592,8200000,8300000,157,C,Rekkehus,1,0,0,0,0,2014,2004,10
8850000,35685,9390000,9500000,248,F,Enebolig,1,0,0,0,0,2014,1982,32
8850000,50862,8490000,#NULL!,174,D,Enebolig,1,0,0,0,0,2014,2007,7
8800000,62411,8000000,8000000,141,G,Rekkehus,1,0,0,0,0,2014,1936,78
8800000,44221,7600000,7600000,199,G,Enebolig,1,0,0,0,0,2014,1939,75
8800000,43137,9000000,9000000,204,F,Tomannsbolig,1,0,0,0,0,2014,1977,37
8800000,43350,7990000,8100000,203,F,Enebolig,1,0,0,0,0,2014,1985,29
8800000,51462,8500000,8500000,171,C,Tomannsbolig,1,0,0,0,0,2014,1999,15
8800000,52071,8400000,8400000,169,C,Tomannsbolig,1,0,0,0,0,2014,2010,4
8750000,51775,8500000,8500000,169,G,Tomannsbolig,1,0,0,0,0,2014,1972,42
8750000,62950,8300000,8300000,139,F,Enebolig,1,0,0,0,0,2014,1985,29
8750000,45812,9350000,9500000,191,A,Tomannsbolig,1,0,0,0,0,2014,2012,2
8700000,62143,7900000,7900000,140,C,Enebolig,1,0,0,0,0,2014,1950,64
8700000,74359,8800000,8800000,117,D,Leilighet,1,0,0,0,0,2014,2003,11
8675000,46640,8500000,8700000,186,F,Enebolig,1,0,0,0,0,2014,1961,53
8650000,51796,8490000,9500000,167,C,Tomannsbolig,1,0,0,0,0,2014,2004,10
8600000,50000,8290000,8400000,172,G,Rekkehus,1,0,0,0,0,2014,1911,103
8600000,59310,7500000,7500000,145,G,Tomannsbolig,1,0,0,0,0,2014,1955,59
8600000,53750,6990000,7250000,160,G,Enebolig,1,0,0,0,0,2014,1959,55
8600000,53750,6990000,7250000,160,G,Enebolig,1,0,0,0,0,2014,1959,55
8600000,46237,7900000,7900000,186,G,Rekkehus,1,0,0,0,0,2014,1979,35
8600000,47253,8500000,8600000,182,D,Rekkehus,1,0,0,0,0,2014,2003,11
8600000,51497,8250000,8500000,167,C,Rekkehus,1,0,0,0,0,2014,2008,6
8550000,49138,8000000,#NULL!,174,E,Enebolig,1,0,0,0,0,2014,1987,27
8500000,43590,7950000,8000000,195,F,Rekkehus,1,0,0,0,0,2014,1977,37
8500000,64885,7600000,7600000,131,F,Enebolig,1,0,0,0,0,2014,1981,33
8500000,50898,7990000,8000000,167,C,Tomannsbolig,1,0,0,0,0,2014,2011,3
8500000,57047,9250000,9250000,149,A,Enebolig,1,0,0,0,0,2014,2014,0
8470000,36826,8500000,9000000,230,D,Enebolig,1,0,0,0,0,2014,1986,28
8445000,35335,8490000,8750000,239,F,Tomannsbolig,1,0,0,0,0,2014,1983,31
8430000,48171,7990000,8000000,175,D,Enebolig,1,0,0,0,0,2014,2007,7
8400000,40777,8700000,8700000,206,F,Rekkehus,1,0,0,0,0,2014,1940,74
8400000,44681,8400000,8400000,188,E,Rekkehus,1,0,0,0,0,2014,1955,59
8400000,47727,7200000,7200000,176,F,Enebolig,1,0,0,0,0,2014,1979,35
8390000,56309,8390000,8700000,149,C,Tomannsbolig,1,0,0,0,0,2014,2009,5
8350000,34937,8950000,9000000,239,G,Enebolig,1,0,0,0,0,2014,1967,47
8300000,43455,7900000,7900000,191,E,Tomannsbolig,1,0,0,0,0,2014,1974,40
8300000,45604,7700000,7700000,182,D,Rekkehus,1,0,0,0,0,2014,2002,12
8300000,61481,8190000,8500000,135,D,Rekkehus,1,0,0,0,0,2014,2005,9
8300000,41294,7950000,8300000,201,C,Tomannsbolig,1,0,0,0,0,2014,2010,4
8255000,42995,8290000,8500000,192,G,Enebolig,1,0,0,0,0,2014,1918,96
8255000,42995,8290000,8500000,192,G,Enebolig,1,0,0,0,0,2014,1918,96
8250000,51563,7450000,7500000,160,C,Tomannsbolig,1,0,0,0,0,2014,2004,10
8210000,57817,6750000,6750000,142,G,Tomannsbolig,1,0,0,0,0,2014,1947,67
8210000,57817,7650000,7650000,142,E,Enebolig,1,0,0,0,0,2014,1990,24
8200000,55782,8200000,8700000,147,G,Enebolig,1,0,0,0,0,2014,1928,86
8200000,41837,7900000,8000000,196,G,Enebolig,1,0,0,0,0,2014,1930,84
8200000,35965,8990000,#NULL!,228,G,Tomannsbolig,1,0,0,0,0,2014,1948,66
8200000,50307,7950000,8200000,163,F,Tomannsbolig,1,0,0,0,0,2014,1975,39
8200000,42487,7900000,9000000,193,F,Enebolig,1,0,0,0,0,2014,1985,29
8200000,45055,8200000,8300000,182,B,Enebolig,1,0,0,0,0,2014,2008,6
8175000,61953,8100000,8100000,132,B,Rekkehus,1,0,0,0,0,2014,2012,2
8160000,60444,6990000,7100000,135,D,Tomannsbolig,1,0,0,0,0,2014,1929,85
8150000,46307,7600000,7600000,176,F,Rekkehus,1,0,0,0,0,2014,1976,38
8150000,60821,7300000,7300000,134,D,Tomannsbolig,1,0,0,0,0,2014,1999,15
8120000,46937,8190000,8400000,173,F,Leilighet,1,0,0,0,0,2014,1979,35
8100000,50625,8200000,8200000,160,D,Tomannsbolig,1,0,0,0,0,2014,2004,10
8075000,51433,8000000,8000000,157,G,Tomannsbolig,1,0,0,0,0,2014,1940,74
8050000,40863,7990000,8600000,197,E,Rekkehus,1,0,0,0,0,2014,1977,37
8050000,41927,7900000,7900000,192,F,Rekkehus,1,0,0,0,0,2014,1977,37
8050000,62891,7990000,8300000,128,D,Rekkehus,1,0,0,0,0,2014,2004,10
8000000,40816,8100000,8100000,196,G,Rekkehus,1,0,0,0,0,2014,1968,46
8000000,50633,8750000,9000000,158,G,Leilighet,1,0,0,0,0,2014,1974,40
8000000,47059,8750000,9000000,170,G,Leilighet,1,0,0,0,0,2014,1977,37
8000000,73394,8500000,9000000,109,D,Leilighet,1,0,0,0,0,2014,2009,5
8000000,61069,8400000,8400000,131,C,Tomannsbolig,1,0,0,0,0,2014,2009,5
8000000,61090,7490000,7600000,131,C,Rekkehus,1,0,0,0,0,2014,2012,2
8000000,61090,7750000,7800000,131,G,Rekkehus,1,0,0,0,0,2014,2012,2
7990000,42727,7990000,8500000,187,D,Rekkehus,1,0,0,0,0,2014,2004,10
7990000,53294,7990000,8100000,150,D,Rekkehus,1,0,0,0,0,2014,2004,10
7960000,43497,7950000,8200000,183,E,Rekkehus,1,0,0,0,0,2014,1989,25
7920000,48889,7900000,7900000,162,D,Rekkehus,1,0,0,0,0,2014,1999,15
7900000,31600,7900000,8200000,250,F,Enebolig,1,0,0,0,0,2014,1938,76
7900000,37441,8000000,8000000,211,G,Tomannsbolig,1,0,0,0,0,2014,1947,67
7900000,56429,8200000,8200000,140,G,Enebolig,1,0,0,0,0,2014,1950,64
7900000,48171,8200000,8200000,164,G,Tomannsbolig,1,0,0,0,0,2014,1951,63
7875000,45520,7990000,8000000,173,B,Tomannsbolig,1,0,0,0,0,2014,2012,2
7870000,61484,7800000,8000000,128,G,Tomannsbolig,1,0,0,0,0,2014,1935,79
7850000,55193,7300000,7300000,145,G,Tomannsbolig,1,0,0,0,0,2014,1954,60
7850000,47576,7900000,7900000,165,F,Rekkehus,1,0,0,0,0,2014,1983,31
7800000,48750,7800000,7800000,160,G,Enebolig,1,0,0,0,0,2014,1930,84
7800000,46988,7800000,8100000,166,G,Enebolig,1,0,0,0,0,2014,1949,65
7800000,69103,7500000,7500000,113,E,Leilighet,1,0,0,0,0,2014,1986,28
7800000,47561,7990000,8300000,164,C,Tomannsbolig,1,0,0,0,0,2014,2011,3
7800000,46447,8050000,8500000,168,C,Enebolig,1,0,0,0,0,2014,2012,2
7750000,46407,7950000,8250000,167,G,Tomannsbolig,1,0,0,0,0,2014,1946,68
7750000,57836,7900000,8200000,134,G,Enebolig,1,0,0,0,0,2014,1957,57
7700000,52381,7750000,7750000,147,F,Rekkehus,1,0,0,0,0,2014,1972,42
7700000,45294,7800000,7800000,170,F,Rekkehus,1,0,0,0,0,2014,1982,32
7700000,58333,7900000,7900000,132,D,Rekkehus,1,0,0,0,0,2014,2004,10
7650000,53125,6900000,7000000,144,F,Rekkehus,1,0,0,0,0,2014,1978,36
7650000,42500,7600000,8000000,180,F,Leilighet,1,0,0,0,0,2014,1985,29
7650000,48113,7490000,7500000,159,D,Tomannsbolig,1,0,0,0,0,2014,2010,4
